,random_right,random_bottom,center_bottom,center_right,random_up,random_left,center_left,center_up
775,5,20,6,2,4,13,4,6
776,5,0,6,2,1,13,4,6
777,16,2,6,2,0,2,4,6
778,17,32,6,2,0,1,4,6
779,2,28,6,2,4,0,4,6
780,4,15,6,2,17,1,4,6
781,3,10,6,2,22,11,4,6
782,0,26,6,2,6,18,4,6
783,1,3,6,2,21,13,4,6
784,4,7,6,2,5,1,4,6
785,3,3,6,2,9,2,4,6
786,16,2,6,2,0,2,4,6
787,0,20,6,2,12,18,4,6
788,3,1,6,2,6,0,4,6
789,4,29,6,2,3,14,4,6
790,8,6,6,2,6,10,4,6
791,11,7,6,2,25,0,4,6
792,13,2,6,2,0,0,4,6
793,1,19,6,2,13,17,4,6
794,0,29,6,2,3,18,4,6
795,1,11,6,2,13,13,4,6
796,2,22,6,2,10,16,4,6
797,0,4,6,2,28,11,4,6
798,9,4,6,2,17,2,4,6
799,14,11,6,2,21,0,4,6
800,0,8,21,9,24,18,0,5
801,1,31,21,9,1,17,0,5
802,1,16,21,9,16,4,0,5
803,1,25,21,9,7,17,0,5
804,1,12,21,9,12,13,0,5
805,10,1,21,9,31,1,0,5
806,0,27,21,9,5,4,0,5
807,11,5,21,9,1,1,0,5
808,6,0,21,9,6,2,0,5
809,7,2,21,9,30,4,0,5
810,5,4,21,9,3,4,0,5
811,0,31,21,9,1,18,0,5
812,6,11,21,9,1,2,0,5
813,3,5,21,9,2,0,0,5
814,0,29,21,9,3,18,0,5
815,4,8,21,9,4,1,0,5
816,4,2,21,9,30,14,0,5
817,12,7,21,9,25,0,0,5
818,4,30,21,9,2,14,0,5
819,0,14,21,9,18,14,0,5
820,11,6,21,9,26,0,0,5
821,1,11,21,9,21,17,0,5
822,15,0,21,9,32,3,0,5
823,1,9,21,9,15,13,0,5
824,3,24,21,9,8,11,0,5
825,0,11,21,9,21,18,0,5
826,2,3,21,9,9,4,0,5
827,1,28,21,9,4,0,0,5
828,1,26,21,9,6,17,0,5
829,7,2,21,9,4,1,0,5
830,9,24,21,9,2,0,0,5
831,11,5,21,9,27,0,0,5
832,3,10,21,9,22,11,0,5
833,1,5,21,9,27,17,0,5
834,0,14,21,9,18,14,0,5
835,0,20,21,9,12,14,0,5
836,1,19,21,9,13,17,0,5
837,0,17,21,9,15,14,0,5
838,8,4,21,9,2,0,0,5
839,3,4,21,9,3,0,0,5
840,1,31,21,9,1,17,0,5
841,0,15,21,9,17,18,0,5
842,5,18,21,9,6,13,0,5
843,18,30,21,9,2,0,0,5
844,0,29,21,9,3,18,0,5
845,11,0,21,9,12,1,0,5
846,5,21,21,9,3,13,0,5
847,4,32,21,9,0,14,0,5
848,0,13,21,9,13,0,0,5
849,3,14,21,9,7,2,0,5
850,1,5,21,9,19,13,0,5
851,11,21,21,9,11,3,0,5
852,0,7,21,9,25,18,0,5
853,3,24,21,9,8,11,0,5
854,12,2,21,9,30,0,0,5
855,2,25,21,9,7,16,0,5
856,2,2,21,9,10,4,0,5
857,1,10,21,9,22,17,0,5
858,13,0,21,9,2,0,0,5
859,1,14,21,9,10,13,0,5
860,5,4,21,9,8,0,0,5
861,16,0,21,9,21,2,0,5
862,2,13,21,9,10,12,0,5
863,6,5,21,9,21,0,0,5
864,13,9,21,9,23,1,0,5
865,9,2,21,9,19,2,0,5
866,1,10,21,9,14,13,0,5
867,8,4,21,9,2,0,0,5
868,12,20,21,9,1,2,0,5
869,10,7,21,9,25,1,0,5
870,0,15,21,9,17,14,0,5
871,3,8,21,9,4,2,0,5
872,0,23,21,9,9,18,0,5
873,8,0,21,9,6,0,0,5
874,1,22,21,9,10,0,0,5
875,15,0,21,9,32,3,0,5
876,2,4,21,9,28,16,0,5
877,5,3,21,9,4,4,0,5
878,9,6,21,9,1,4,0,5
879,0,23,21,9,9,1,0,5
880,2,26,21,9,6,16,0,5
881,9,23,21,9,3,0,0,5
882,4,3,21,9,9,1,0,5
883,5,1,21,9,6,4,0,5
884,0,27,21,9,5,4,0,5
885,12,20,21,9,1,2,0,5
886,0,15,21,9,11,0,0,5
887,7,2,21,9,30,4,0,5
888,3,17,21,9,4,2,0,5
889,6,16,21,9,16,0,0,5
890,3,7,21,9,0,0,0,5
891,1,25,21,9,7,0,0,5
892,3,11,21,9,21,11,0,5
893,9,24,21,9,2,0,0,5
894,1,1,21,9,31,17,0,5
895,15,32,21,9,0,3,0,5
896,1,32,21,9,0,17,0,5
897,3,19,21,9,13,11,0,5
898,0,0,21,9,32,18,0,5
899,2,15,21,9,8,12,0,5
900,1,0,21,9,24,13,0,5
901,5,7,21,9,5,0,0,5
902,3,13,21,9,19,11,0,5
903,2,14,21,9,9,12,0,5
904,0,25,21,9,7,18,0,5
905,4,5,21,9,27,14,0,5
906,7,12,21,9,0,1,0,5
907,17,30,21,9,2,1,0,5
908,3,6,21,9,1,0,0,5
909,1,12,21,9,12,13,0,5
910,9,7,21,9,14,2,0,5
911,3,16,21,9,5,2,0,5
912,13,20,21,9,12,1,0,5
913,4,3,21,9,29,14,0,5
914,2,14,21,9,18,16,0,5
915,15,9,21,9,23,0,0,5
916,4,30,21,9,2,14,0,5
917,2,3,21,9,9,4,0,5
918,5,3,21,9,9,0,0,5
919,9,7,21,9,0,4,0,5
920,4,10,21,9,2,10,0,5
921,13,10,21,9,22,1,0,5
922,12,5,21,9,1,0,0,5
923,10,6,21,9,26,1,0,5
924,4,18,21,9,14,1,0,5
925,2,8,21,9,15,12,0,5
926,2,28,21,9,4,16,0,5
927,7,28,21,9,4,11,0,5
928,3,1,21,9,6,0,0,5
929,3,6,21,9,6,2,0,5
930,0,20,21,9,12,18,0,5
931,0,6,21,9,26,18,0,5
932,0,24,21,9,8,18,0,5
933,7,9,21,9,3,1,0,5
934,12,1,21,9,31,0,0,5
935,1,5,21,9,19,13,0,5
936,0,14,21,9,18,18,0,5
937,1,13,21,9,19,17,0,5
938,10,4,21,9,28,1,0,5
939,12,11,21,9,10,2,0,5
940,6,12,21,9,0,2,0,5
941,2,3,21,9,29,16,0,5
942,14,0,21,9,32,4,0,5
943,5,8,21,9,4,0,0,5
944,1,27,21,9,5,17,0,5
945,3,3,21,9,4,0,0,5
946,11,1,21,9,31,0,0,5
947,3,24,21,9,8,11,0,5
948,2,20,21,9,12,16,0,5
949,4,4,21,9,8,10,0,5
950,12,1,21,9,31,0,0,5
951,8,3,21,9,3,0,0,5
952,1,27,21,9,5,0,0,5
953,15,9,21,9,23,0,0,5
954,7,12,21,9,0,1,0,5
955,0,3,21,9,29,11,0,5
956,6,20,21,9,3,12,0,5
957,0,15,21,9,17,14,0,5
958,3,13,21,9,19,11,0,5
959,9,9,21,9,17,0,0,5
960,9,4,21,9,17,2,0,5
961,1,8,21,9,4,10,0,5
962,3,9,21,9,23,11,0,5
963,2,4,21,9,19,12,0,5
964,0,27,21,9,5,4,0,5
965,3,21,21,9,11,11,0,5
966,6,0,21,9,6,2,0,5
967,11,6,21,9,0,1,0,5
968,7,3,21,9,29,4,0,5
969,3,5,21,9,2,0,0,5
970,1,13,21,9,19,4,0,5
971,3,13,21,9,8,2,0,5
972,11,8,21,9,24,0,0,5
973,3,0,21,9,7,0,0,5
974,1,24,21,9,8,0,0,5
975,11,4,21,9,28,0,0,5
976,4,32,21,9,0,14,0,5
977,1,3,21,9,9,10,0,5
978,4,1,21,9,11,1,0,5
979,11,21,21,9,11,3,0,5
980,11,5,21,9,1,1,0,5
981,2,30,21,9,2,16,0,5
982,6,7,21,9,19,0,0,5
983,0,17,21,9,9,0,0,5
984,0,4,21,9,28,18,0,5
985,2,10,21,9,13,12,0,5
986,2,14,21,9,18,16,0,5
987,10,1,21,9,1,2,0,5
988,7,30,21,9,2,11,0,5
989,4,31,21,9,1,14,0,5
990,3,4,21,9,8,2,0,5
991,12,1,21,9,1,0,0,5
992,12,3,21,9,29,0,0,5
993,8,6,21,9,26,3,0,5
994,0,28,21,9,4,18,0,5
995,3,6,21,9,1,0,0,5
996,4,5,21,9,27,14,0,5
997,1,3,21,9,21,13,0,5
998,17,31,21,9,1,1,0,5
999,11,5,21,9,1,1,0,5
1000,0,30,21,9,2,18,0,5
1001,1,9,21,9,23,17,0,5
1002,7,0,21,9,32,11,0,5
1003,3,1,21,9,6,0,0,5
1004,0,27,21,9,5,18,0,5
1005,13,2,21,9,0,0,0,5
1006,6,7,21,9,19,0,0,5
1007,1,29,21,9,3,3,0,5
1008,9,4,21,9,17,2,0,5
1009,12,20,21,9,1,2,0,5
1010,0,23,21,9,9,14,0,5
1011,0,17,21,9,15,18,0,5
1012,2,17,21,9,15,3,0,5
1013,2,15,21,9,17,16,0,5
1014,2,3,21,9,9,4,0,5
1015,8,11,21,9,1,0,0,5
1016,2,32,21,9,0,16,0,5
1017,1,11,21,9,13,13,0,5
1018,11,8,21,9,24,0,0,5
1019,12,4,21,9,28,0,0,5
1020,1,3,21,9,29,17,0,5
1021,1,21,21,9,11,17,0,5
1022,4,3,21,9,9,1,0,5
1023,8,11,21,9,1,10,0,5
1024,4,11,21,9,1,10,0,5
1025,0,11,21,9,21,18,0,5
1026,14,31,21,9,1,4,0,5
1027,9,1,21,9,1,4,0,5
1028,5,0,21,9,7,4,0,5
1029,10,6,21,9,26,1,0,5
1030,4,18,21,9,14,1,0,5
1031,2,0,21,9,32,16,0,5
1032,5,20,21,9,4,13,0,5
1033,4,12,21,9,0,10,0,5
1034,11,6,21,9,0,1,0,5
1035,7,7,21,9,25,4,0,5
1036,2,30,21,9,2,16,0,5
1037,4,10,21,9,2,10,0,5
1038,4,29,21,9,3,14,0,5
1039,1,19,21,9,13,17,0,5
1040,2,6,21,9,17,12,0,5
1041,14,26,21,9,6,4,0,5
1042,1,19,21,9,13,4,0,5
1043,1,4,21,9,28,17,0,5
1044,1,7,21,9,5,10,0,5
1045,9,20,21,9,6,0,0,5
1046,2,14,21,9,9,12,0,5
1047,10,8,21,9,24,1,0,5
1048,4,17,21,9,15,1,0,5
1049,2,29,21,9,3,0,0,5
1050,0,13,21,9,19,14,0,5
1051,8,2,21,9,4,0,0,5
1052,4,15,21,9,17,1,0,5
1053,1,7,21,9,25,17,0,5
1054,10,3,21,9,29,1,0,5
1055,7,26,21,9,6,11,0,5
1056,1,5,21,9,7,10,0,5
1057,10,5,21,9,27,1,0,5
1058,12,0,21,9,12,0,0,5
1059,7,1,21,9,5,1,0,5
1060,19,31,21,9,1,0,0,5
1061,9,10,21,9,16,0,0,5
1062,3,21,21,9,11,11,0,5
1063,15,10,21,9,22,0,0,5
1064,6,19,21,9,4,12,0,5
1065,2,6,21,9,6,4,0,5
1066,0,6,21,9,26,11,0,5
1067,9,10,21,9,16,0,0,5
1068,1,29,21,9,3,0,0,5
1069,12,2,21,9,0,0,0,5
1070,7,11,21,9,1,1,0,5
1071,2,8,21,9,4,4,0,5
1072,0,24,21,9,8,1,0,5
1073,2,9,21,9,14,12,0,5
1074,1,18,21,9,14,4,0,5
1075,19,31,21,9,1,0,0,5
1076,1,3,21,9,9,10,0,5
1077,6,7,21,9,19,0,0,5
1078,5,20,21,9,4,13,0,5
1079,4,1,21,9,11,10,0,5
1080,2,8,21,9,15,12,0,5
1081,3,0,21,9,7,0,0,5
1082,4,28,21,9,4,14,0,5
1083,1,21,21,9,11,17,0,5
1084,6,7,21,9,19,0,0,5
1085,0,19,21,9,7,0,0,5
1086,10,24,21,9,8,4,0,5
1087,3,22,21,9,10,11,0,5
1088,1,14,21,9,18,17,0,5
1089,0,16,21,9,16,18,0,5
1090,1,23,21,9,9,0,0,5
1091,0,21,21,9,11,18,0,5
1092,2,0,21,9,32,16,0,5
1093,3,14,21,9,7,2,0,5
1094,9,5,21,9,16,2,0,5
1095,5,1,21,9,0,13,0,5
1096,2,1,21,9,31,16,0,5
1097,1,27,21,9,5,17,0,5
1098,4,31,21,9,1,14,0,5
1099,0,21,21,9,11,18,0,5
1100,10,2,21,9,0,2,0,5
1101,2,2,21,9,21,12,0,5
1102,7,12,21,9,0,1,0,5
1103,12,5,21,9,27,0,0,5
1104,2,28,21,9,4,0,0,5
1105,1,2,21,9,30,17,0,5
1106,10,3,21,9,29,1,0,5
1107,9,10,21,9,16,0,0,5
1108,1,16,21,9,16,4,0,5
1109,0,9,21,9,23,14,0,5
1110,6,1,21,9,5,2,0,5
1111,11,3,21,9,29,0,0,5
1112,0,19,21,9,13,18,0,5
1113,11,12,21,9,20,3,0,5
1114,8,8,21,9,24,3,0,5
1115,6,0,21,9,6,2,0,5
1116,13,0,21,9,2,0,0,5
1117,6,18,21,9,5,12,0,5
1118,6,22,21,9,1,12,0,5
1119,6,10,21,9,2,2,0,5
1120,15,11,21,9,21,0,0,5
1121,5,13,21,9,19,0,0,5
1122,7,30,21,9,2,11,0,5
1123,0,27,21,9,5,4,0,5
1124,9,1,21,9,1,4,0,5
1125,9,1,21,9,1,4,0,5
1126,9,12,21,9,14,0,0,5
1127,11,1,21,9,1,1,0,5
1128,5,9,21,9,3,4,0,5
1129,3,19,21,9,2,2,0,5
1130,3,19,21,9,2,2,0,5
1131,1,23,21,9,9,17,0,5
1132,5,6,21,9,6,0,0,5
1133,0,11,21,9,21,18,0,5
1134,3,18,21,9,14,11,0,5
1135,3,16,21,9,16,11,0,5
1136,3,13,21,9,8,2,0,5
1137,14,9,21,9,23,0,0,5
1138,6,2,21,9,24,0,0,5
1139,5,2,21,9,5,4,0,5
1140,1,31,21,9,1,17,0,5
1141,1,7,21,9,17,13,0,5
1142,9,5,21,9,16,2,0,5
1143,2,29,21,9,3,16,0,5
1144,0,25,21,9,7,18,0,5
1145,14,25,21,9,7,4,0,5
1146,15,12,21,9,20,0,0,5
1147,18,0,21,9,32,0,0,5
1148,0,9,21,9,23,14,0,5
1149,3,6,21,9,6,2,0,5
1150,7,29,21,9,3,11,0,5
1151,0,23,21,9,9,14,0,5
1152,10,6,21,9,26,1,0,5
1153,11,0,21,9,12,1,0,5
1154,10,12,21,9,20,4,0,5
1155,6,19,21,9,13,0,0,5
1156,11,21,21,9,11,3,0,5
1157,11,2,21,9,0,1,0,5
1158,3,22,21,9,10,11,0,5
1159,4,14,21,9,18,1,0,5
1160,2,0,21,9,32,16,0,5
1161,12,3,21,9,29,0,0,5
1162,10,24,21,9,8,4,0,5
1163,5,11,21,9,1,4,0,5
1164,3,16,21,9,16,11,0,5
1165,0,15,21,9,11,0,0,5
1166,15,0,21,9,32,3,0,5
1167,4,19,21,9,13,1,0,5
1168,6,20,21,9,3,12,0,5
1169,7,30,21,9,2,11,0,5
1170,5,18,21,9,6,13,0,5
1171,7,1,21,9,5,1,0,5
1172,3,17,21,9,15,11,0,5
1173,4,31,21,9,1,14,0,5
1174,5,20,21,9,4,13,0,5
1175,15,9,21,9,23,0,0,5
1176,9,12,21,9,14,0,0,5
1177,2,8,21,9,15,12,0,5
1178,1,22,21,9,10,17,0,5
1179,4,19,21,9,13,1,0,5
1180,6,0,21,9,0,12,0,5
1181,0,3,21,9,29,11,0,5
1182,5,7,21,9,5,0,0,5
1183,1,24,21,9,8,0,0,5
1184,1,10,21,9,22,17,0,5
1185,6,18,21,9,14,0,0,5
1186,11,12,21,9,20,3,0,5
1187,3,6,21,9,1,0,0,5
1188,1,7,21,9,25,17,0,5
1189,6,3,21,9,23,0,0,5
1190,6,2,21,9,24,0,0,5
1191,5,12,21,9,0,4,0,5
1192,5,0,21,9,1,13,0,5
1193,10,4,21,9,28,1,0,5
1194,2,6,21,9,6,4,0,5
1195,14,31,21,9,1,4,0,5
1196,3,11,21,9,21,11,0,5
1197,14,26,21,9,6,4,0,5
1198,1,4,21,9,8,10,0,5
1199,1,2,21,9,10,10,0,5
1200,1,1,21,9,11,10,0,5
1201,2,21,21,9,11,16,0,5
1202,3,6,21,9,1,0,0,5
1203,0,8,21,9,24,18,0,5
1204,2,23,21,9,9,0,0,5
1205,3,23,21,9,9,11,0,5
1206,1,17,21,9,15,4,0,5
1207,0,22,21,9,10,14,0,5
1208,1,14,21,9,18,4,0,5
1209,8,3,21,9,3,0,0,5
1210,13,20,21,9,12,1,0,5
1211,4,12,21,9,0,10,0,5
1212,12,12,21,9,9,2,0,5
1213,12,0,21,9,12,0,0,5
1214,0,16,21,9,16,18,0,5
1215,6,0,21,9,0,12,0,5
1216,2,4,21,9,28,16,0,5
1217,11,6,21,9,26,0,0,5
1218,2,28,21,9,4,16,0,5
1219,1,23,21,9,9,0,0,5
1220,8,10,21,9,2,0,0,5
1221,8,5,21,9,27,3,0,5
1222,1,6,21,9,26,17,0,5
1223,0,8,21,9,24,14,0,5
1224,3,18,21,9,14,11,0,5
1225,7,9,21,9,3,1,0,5
1226,1,1,21,9,23,13,0,5
1227,15,10,21,9,22,0,0,5
1228,3,17,21,9,15,11,0,5
1229,10,0,21,9,2,2,0,5
1230,9,11,21,9,15,0,0,5
1231,1,7,21,9,5,10,0,5
1232,10,1,21,9,1,2,0,5
1233,0,12,21,9,20,18,0,5
1234,0,10,21,9,22,18,0,5
1235,9,20,21,9,6,0,0,5
1236,5,12,21,9,0,4,0,5
1237,11,1,21,9,1,1,0,5
1238,9,8,21,9,13,2,0,5
1239,13,26,21,9,0,0,0,5
1240,1,14,21,9,10,13,0,5
1241,3,2,21,9,10,2,0,5
1242,9,1,21,9,20,2,0,5
1243,7,4,21,9,28,4,0,5
1244,0,23,21,9,9,18,0,5
1245,7,32,21,9,0,11,0,5
1246,4,6,21,9,6,1,0,5
1247,13,25,21,9,1,0,0,5
1248,4,7,21,9,5,1,0,5
1249,8,9,21,9,3,0,0,5
1250,0,13,21,9,19,14,0,5
1251,5,0,21,9,7,4,0,5
1252,2,1,21,9,11,4,0,5
1253,3,22,21,9,10,11,0,5
1254,14,0,21,9,32,4,0,5
1255,0,19,21,9,13,14,0,5
1256,12,5,21,9,1,0,0,5
1257,12,5,21,9,27,0,0,5
1258,0,20,21,9,12,14,0,5
1259,3,15,21,9,17,11,0,5
1260,9,0,21,9,12,4,0,5
1261,0,23,21,9,9,14,0,5
1262,5,17,21,9,15,0,0,5
1263,1,0,21,9,32,17,0,5
1264,8,2,21,9,30,3,0,5
1265,1,18,21,9,14,17,0,5
1266,3,5,21,9,7,2,0,5
1267,2,4,21,9,8,4,0,5
1268,7,6,21,9,26,4,0,5
1269,7,3,21,9,3,1,0,5
1270,2,16,21,9,16,16,0,5
1271,5,2,21,9,5,4,0,5
1272,3,18,21,9,3,2,0,5
1273,2,20,21,9,12,16,0,5
1274,1,22,21,9,10,0,0,5
1275,3,17,21,9,15,11,0,5
1276,6,0,21,9,0,12,0,5
1277,4,1,21,9,31,14,0,5
1278,10,2,21,9,30,1,0,5
1279,7,0,21,9,32,11,0,5
1280,8,10,21,9,2,0,0,5
1281,8,2,21,9,30,3,0,5
1282,3,16,21,9,5,2,0,5
1283,2,5,21,9,7,4,0,5
1284,3,15,21,9,6,2,0,5
1285,7,3,21,9,29,4,0,5
1286,1,16,21,9,16,17,0,5
1287,0,14,21,9,18,14,0,5
1288,15,9,21,9,23,0,0,5
1289,11,23,21,9,9,3,0,5
1290,11,0,21,9,12,1,0,5
1291,6,4,21,9,22,0,0,5
1292,11,9,21,9,23,3,0,5
1293,1,29,21,9,3,3,0,5
1294,3,3,21,9,4,0,0,5
1295,6,16,21,9,7,12,0,5
1296,5,17,21,9,15,0,0,5
1297,0,22,21,9,10,14,0,5
1298,6,4,21,9,22,0,0,5
1299,7,7,21,9,25,4,0,5
1300,6,0,21,9,0,12,0,5
1301,5,20,21,9,4,13,0,5
1302,12,5,21,9,27,0,0,5
1303,4,4,21,9,28,14,0,5
1304,6,21,21,9,2,12,0,5
1305,2,5,21,9,7,4,0,5
1306,3,21,21,9,11,11,0,5
1307,10,2,21,9,0,2,0,5
1308,4,26,21,9,6,14,0,5
1309,19,0,21,9,32,0,0,5
1310,1,22,21,9,10,17,0,5
1311,1,0,21,9,24,13,0,5
1312,2,17,21,9,15,16,0,5
1313,9,1,21,9,1,4,0,5
1314,11,6,21,9,0,1,0,5
1315,1,16,21,9,16,4,0,5
1316,2,21,21,9,11,16,0,5
1317,11,1,21,9,31,0,0,5
1318,11,0,21,9,2,1,0,5
1319,5,10,21,9,2,4,0,5
1320,0,16,21,9,10,0,0,5
1321,11,2,21,9,0,1,0,5
1322,2,8,21,9,24,16,0,5
1323,10,7,21,9,25,1,0,5
1324,0,27,21,9,5,1,0,5
1325,9,0,21,9,12,4,0,5
1326,1,8,21,9,24,17,0,5
1327,9,3,21,9,18,2,0,5
1328,0,1,21,9,31,18,0,5
1329,7,3,21,9,29,4,0,5
1330,11,24,21,9,8,3,0,5
1331,13,0,21,9,26,0,0,5
1332,0,24,21,9,8,14,0,5
1333,16,2,21,9,0,2,0,5
1334,1,14,21,9,10,13,0,5
1335,1,30,21,9,2,17,0,5
1336,2,28,21,9,4,16,0,5
1337,0,12,21,9,20,18,0,5
1338,2,18,21,9,14,3,0,5
1339,1,1,21,9,11,10,0,5
1340,8,2,21,9,4,0,0,5
1341,2,15,21,9,17,16,0,5
1342,11,2,21,9,0,1,0,5
1343,2,11,21,9,21,16,0,5
1344,0,0,21,9,32,18,0,5
1345,12,12,21,9,9,2,0,5
1346,10,6,21,9,26,1,0,5
1347,1,27,21,9,5,3,0,5
1348,7,26,21,9,6,11,0,5
1349,11,10,21,9,22,3,0,5
1350,1,16,21,9,8,13,0,5
1351,0,17,21,9,15,18,0,5
1352,7,7,21,9,25,4,0,5
1353,0,1,21,9,31,18,0,5
1354,7,2,21,9,4,1,0,5
1355,2,2,21,9,21,12,0,5
1356,1,32,21,9,0,17,0,5
1357,4,8,21,9,4,1,0,5
1358,12,9,21,9,12,2,0,5
1359,7,10,21,9,2,1,0,5
1360,2,21,21,9,11,16,0,5
1361,0,19,21,9,7,0,0,5
1362,1,7,21,9,25,17,0,5
1363,3,6,21,9,1,0,0,5
1364,12,7,21,9,25,0,0,5
1365,1,4,21,9,28,17,0,5
1366,2,28,21,9,4,16,0,5
1367,4,12,21,9,0,10,0,5
1368,4,4,21,9,8,10,0,5
1369,7,4,21,9,28,4,0,5
1370,2,7,21,9,16,12,0,5
1371,3,19,21,9,2,2,0,5
1372,4,15,21,9,17,1,0,5
1373,1,15,21,9,17,4,0,5
1374,0,8,21,9,24,18,0,5
1375,1,0,21,9,32,17,0,5
1376,2,21,21,9,11,16,0,5
1377,9,7,21,9,0,4,0,5
1378,3,23,21,9,9,11,0,5
1379,7,3,21,9,3,1,0,5
1380,1,1,21,9,31,17,0,5
1381,7,2,21,9,4,1,0,5
1382,11,23,21,9,9,3,0,5
1383,1,21,21,9,11,17,0,5
1384,6,0,21,9,6,2,0,5
1385,1,27,21,9,5,0,0,5
1386,11,20,21,9,12,3,0,5
1387,1,17,21,9,15,17,0,5
1388,3,7,21,9,0,0,0,5
1389,0,8,21,9,24,18,0,5
1390,5,4,21,9,8,0,0,5
1391,3,1,21,9,11,2,0,5
1392,17,0,21,9,32,1,0,5
1393,3,18,21,9,3,2,0,5
1394,2,3,21,9,9,4,0,5
1395,4,5,21,9,27,14,0,5
1396,5,9,21,9,3,4,0,5
1397,12,0,21,9,12,0,0,5
1398,1,29,21,9,3,17,0,5
1399,0,29,21,9,3,18,0,5
1400,1,29,21,9,3,0,0,5
1401,13,1,21,9,1,0,0,5
1402,14,21,21,9,11,0,0,5
1403,7,12,21,9,0,1,0,5
1404,0,32,21,9,0,18,0,5
1405,12,21,21,9,0,2,0,5
1406,4,30,21,9,2,14,0,5
1407,1,2,21,9,30,17,0,5
1408,9,2,21,9,0,4,0,5
1409,6,6,21,9,20,0,0,5
1410,7,2,21,9,30,4,0,5
1411,0,2,21,9,30,11,0,5
1412,7,2,21,9,4,1,0,5
1413,1,12,21,9,20,17,0,5
1414,12,12,21,9,9,2,0,5
1415,4,15,21,9,17,1,0,5
1416,2,19,21,9,13,16,0,5
1417,1,18,21,9,14,4,0,5
1418,9,0,21,9,2,4,0,5
1419,7,32,21,9,0,11,0,5
1420,2,14,21,9,18,16,0,5
1421,2,29,21,9,3,16,0,5
1422,12,5,21,9,27,0,0,5
1423,0,27,21,9,5,18,0,5
1424,9,10,21,9,16,0,0,5
1425,14,10,21,9,22,0,0,5
1426,3,8,21,9,4,2,0,5
1427,2,16,21,9,16,3,0,5
1428,8,10,21,9,2,0,0,5
1429,7,25,21,9,7,11,0,5
1430,16,2,21,9,0,2,0,5
1431,11,9,21,9,23,3,0,5
1432,2,26,21,9,6,0,0,5
1433,1,2,21,9,30,17,0,5
1434,13,11,21,9,21,1,0,5
1435,7,0,21,9,6,1,0,5
1436,7,0,21,9,6,1,0,5
1437,2,27,21,9,5,0,0,5
1438,4,7,21,9,5,1,0,5
1439,11,8,21,9,24,0,0,5
1440,12,2,21,9,0,0,0,5
1441,7,2,21,9,30,4,0,5
1442,6,17,21,9,15,0,0,5
1443,2,22,21,9,10,0,0,5
1444,0,4,21,9,28,11,0,5
1445,0,4,21,9,28,18,0,5
1446,0,31,21,9,1,18,0,5
1447,4,29,21,9,3,14,0,5
1448,18,32,21,9,0,0,0,5
1449,1,13,21,9,19,4,0,5
1450,1,28,21,9,4,17,0,5
1451,12,6,21,9,26,0,0,5
1452,7,2,21,9,4,1,0,5
1453,4,3,21,9,9,10,0,5
1454,8,8,21,9,24,3,0,5
1455,1,10,21,9,22,17,0,5
1456,5,18,21,9,6,13,0,5
1457,0,18,21,9,8,0,0,5
1458,6,0,21,9,0,12,0,5
1459,2,14,21,9,18,16,0,5
1460,0,29,21,9,3,1,0,5
1461,13,12,21,9,20,1,0,5
1462,1,8,21,9,4,10,0,5
1463,3,18,21,9,3,2,0,5
1464,10,6,21,9,26,1,0,5
1465,0,5,21,9,27,11,0,5
1466,2,7,21,9,25,16,0,5
1467,12,11,21,9,10,2,0,5
1468,0,28,21,9,4,4,0,5
1469,5,3,21,9,4,4,0,5
1470,3,9,21,9,23,11,0,5
1471,0,14,21,9,18,18,0,5
1472,8,9,21,9,3,0,0,5
1473,9,6,21,9,15,2,0,5
1474,3,16,21,9,16,11,0,5
1475,0,15,21,9,17,14,0,5
1476,1,19,21,9,13,4,0,5
1477,7,0,21,9,32,11,0,5
1478,3,15,21,9,6,2,0,5
1479,1,0,21,9,32,17,0,5
1480,0,21,21,9,11,18,0,5
1481,6,8,21,9,18,0,0,5
1482,6,2,21,9,24,0,0,5
1483,7,11,21,9,1,1,0,5
1484,11,4,21,9,28,0,0,5
1485,9,12,21,9,14,0,0,5
1486,4,26,21,9,6,14,0,5
1487,11,7,21,9,25,0,0,5
1488,7,1,21,9,5,1,0,5
1489,4,11,21,9,1,10,0,5
1490,12,20,21,9,1,2,0,5
1491,17,30,21,9,2,1,0,5
1492,6,3,21,9,3,2,0,5
1493,1,1,21,9,11,10,0,5
1494,3,20,21,9,12,11,0,5
1495,8,0,21,9,12,10,0,5
1496,7,29,21,9,3,11,0,5
1497,2,25,21,9,7,0,0,5
1498,1,18,21,9,14,17,0,5
1499,10,12,21,9,20,4,0,5
1500,9,6,21,9,15,2,0,5
1501,12,2,21,9,30,0,0,5
1502,8,1,21,9,31,3,0,5
1503,2,18,21,9,14,3,0,5
1504,4,4,21,9,8,10,0,5
1505,6,21,21,9,2,12,0,5
1506,5,0,21,9,1,13,0,5
1507,0,18,21,9,14,14,0,5
1508,1,7,21,9,25,17,0,5
1509,2,14,21,9,18,3,0,5
1510,8,9,21,9,3,10,0,5
1511,16,2,21,9,0,2,0,5
1512,11,1,21,9,31,0,0,5
1513,7,0,21,9,6,1,0,5
1514,12,0,21,9,2,0,0,5
1515,1,27,21,9,5,3,0,5
1516,1,18,21,9,14,4,0,5
1517,2,28,21,9,4,16,0,5
1518,14,21,21,9,11,0,0,5
1519,15,21,21,9,11,0,0,5
1520,8,9,21,9,3,10,0,5
